namevan,averagevan
Subj40_baseline_2019-07-24_17-37-27_VAN-Sitting_VER2.txt,-0.15
Subj40_baseline_2019-07-24_18-09-33_VAN-Sitting_VER2.txt,0.15
Subj40_baseline_2019-07-24_18-42-15_VAN-Sitting_VER2.txt,1.05
Subj40_baseline_2019-07-24_19-16-45_VAN-Sitting_VER2.txt,-0.5625
Subj40_baseline_2019-07-24_19-48-39_VAN-Sitting_VER2.txt,-0.0187500000000005
