namevan,averagevan
subj27_baseline_2019-04-25_17-01-23_VAN-Sitting_VER2.txt,-4.3
subj27_baseline_2019-04-25_17-33-00_VAN-Sitting_VER2.txt,-3.08461538461538
subj27_baseline_2019-04-25_18-05-31_VAN-Sitting_VER2.txt,-7.03846153846154
subj27_baseline_2019-04-25_18-38-33_VAN-Sitting_VER2.txt,-6.96153846153846
subj27_baseline_2019-04-25_19-06-05_VAN-Sitting_VER2.txt,-3.17692307692308
