namevan,averagevan
subj7_baseline_2019-02-15_13-21-40_VAN-Sitting_VER2.txt,1.46153846153846
subj7_baseline_2019-02-15_14-00-36_VAN-Supine_VER2.txt,-0.707692307692308
subj7_baseline_2019-02-15_14-32-45_VAN-Sitting_VER2.txt,-17.0461538461538
subj7_baseline_2019-02-15_15-08-24_VAN-Supine_VER2.txt,-2.60769230769231
subj7_baseline_2019-02-15_15-42-09_VAN-Sitting_VER2.txt,0.4
subj7_baseline_2019-02-15_16-04-02_VAN-Supine_VER2.txt,-6
