namevan,averagevan
subj12_baseline_2019-03-28_15-52-36_VAN-Sitting_VER2.txt,-1.69230769230769
subj12_baseline_2019-03-28_16-24-21_VAN-Sitting_VER2.txt,-7.21538461538462
subj12_baseline_2019-03-28_16-57-39_VAN-Sitting_VER2.txt,-18.6461538461538
subj12_baseline_2019-03-28_17-30-03_VAN-Sitting_VER2.txt,-19.2538461538462
subj12_baseline_2019-03-28_17-57-33_VAN-Sitting_VER2.txt,-7.81538461538461
