namevan,averagevan
subj35_baseline_2019-07-12_10-04-04_VAN-Sitting_VER2.txt,2.14375
subj35_baseline_2019-07-12_10-43-16_VAN-Sitting_VER2.txt,-2.14375
subj35_baseline_2019-07-12_11-21-29_VAN-Sitting_VER2.txt,4.31875
subj35_baseline_2019-07-12_11-55-12_VAN-Sitting_VER2.txt,23.9375
subj35_baseline_2019-07-12_12-21-55_VAN-Sitting_VER2.txt,2.96875
